fileNumber,mechanism,depth,T,lossMethod,batch,seedInBatch,bulkBestLoss,bulkCorrelationLoss,bulkGlobalsumLoss,trustCheckDiff,storedActualVmemFeatureRMS_mV,featureRMS_mV,featureBestTimestep,eyesRMS_mV,noseRMS_mV,mouthRMS_mV,eyesBestRMS_mV,eyesBestTimestep,noseBestRMS_mV,noseBestTimestep,mouthBestRMS_mV,mouthBestTimestep
1732,Gpol+Vmem,2,100,correlation,2,0,0.9351516878243669,0.9354735912513351,3.6557876224566024,0.0003219034269682508,38.33277015702103,35.279614778254654,1100,39.0027524278626,40.832751440023465,9.191639653280387,38.98668951099116,1091,8.471612678916133,408,8.610334125837568,2567
1733,Gpol+Vmem,2,100,correlation,2,1,0.7454560857109634,0.7445624666817869,3.5981222635891434,0.0008936190291765067,42.86347479191952,37.056143534114014,1398,45.315333005499035,28.732864349843325,10.322162342235366,32.902082361415324,671,8.364318441849765,395,8.62163803794655,1455
1734,Gpol+Vmem,2,100,correlation,2,2,0.8313559622576214,0.8314794002729251,3.5072704250080378,0.00012343801530367848,46.422642336558695,27.624943289555286,1057,25.768977963103033,41.34967557039509,8.98547110770373,24.75736684690347,824,8.502170152440634,399,8.941094412104464,1044
1735,Gpol+Vmem,2,100,correlation,2,3,0.7742241918557913,0.7740595273414189,3.5770005733988977,0.00016466451437235907,42.659659802646175,39.47696529122211,703,33.318686668957426,43.235563787689856,49.426747352654765,33.27717527740646,694,8.763049292095754,433,39.92977599224216,1769
1736,Gpol+Vmem,2,100,correlation,2,4,0.8022039580262372,0.8017324077217874,3.6761863146385263,0.00047155030444978596,41.73298932126038,31.128001232282198,2505,35.5526086372904,9.222404985128769,32.65104562683813,32.93540255569778,869,8.20126641199258,2551,8.532023971123333,1335
1737,Gpol+Vmem,2,100,correlation,2,5,0.9373751272859863,0.9373310142780915,3.685708972207379,4.41130078947527e-05,33.465417196492936,30.294849367755774,2597,22.293368299697487,23.20282208900564,49.186121196805026,22.28882858291284,2598,23.030480358880137,2588,38.46164419933815,2911
1642,Gpol+Vmem,2,100,globalsum,1,0,3.2994334293901293,0.7456235183029588,3.299324369838622,0.00010905955150741775,40.76901337147088,30.525569379476945,796,34.90523350480599,32.068995643833134,8.427758700960222,34.25021463772718,2935,8.584077269381991,384,8.395717620569991,785
1643,Gpol+Vmem,2,100,globalsum,1,1,3.6704644934093364,1.062544073996773,3.669852791605197,0.0006117018041393862,35.02346247421443,35.02346247421443,2999,36.279428962604044,27.590008858253444,38.12173237730819,34.16890761451086,556,9.1296267523761,449,38.12173237730819,2999
1644,Gpol+Vmem,2,100,globalsum,1,2,3.5808994985439173,0.9587621037359076,3.581353556311937,0.0004540577680196556,36.16796368328953,36.02757580015616,2981,31.848563354179674,38.59042983132158,43.164396312253785,30.654495698112516,2999,9.409193142645245,466,38.16170760119648,2446
1645,Gpol+Vmem,2,100,globalsum,1,3,3.6090255660693553,1.0057043932697511,3.6093496357529524,0.00032406968359710575,16.4490955685444,16.262901614787847,2953,8.83583641842859,30.70570763132805,9.122318417378747,8.790175529141415,2942,22.03162128863288,380,8.343215634389523,1349
1646,Gpol+Vmem,2,100,globalsum,1,4,3.505658779405898,0.7492503184563019,3.5063271662029813,0.0006683867970833646,35.789849204757964,31.82458129238725,2638,26.00256679478635,32.7286129033031,43.037586266887395,25.991294858011212,2643,8.60363873426611,413,8.49463123019785,968
1647,Gpol+Vmem,2,100,globalsum,1,5,3.407973998006252,0.7905316510024859,3.4074222338990094,0.0005517641072425583,38.944500734351514,38.72315181452351,2941,35.39183366989884,32.567195629767966,50.958260673495936,35.387576629774195,2935,9.269686547455471,432,36.715034158170155,1196
1738,Gpol+Vmem,2,100,globalsum,2,0,3.429456220578357,0.7999200323504293,3.4288309888100326,0.000625231768324408,26.806954723267857,26.549531012134416,2956,10.511719990258351,9.08742577331819,53.964718037851796,8.965798302977564,2820,8.458238283751799,2985,9.377083676126842,1345
1739,Gpol+Vmem,2,100,globalsum,2,1,3.723286139852689,1.0739325494919778,3.7233786935492383,9.255369654947998e-05,37.80949358851439,31.860830480412915,1071,26.33994277121393,41.53903870029091,34.082054782847855,25.61393488400083,952,8.560981517359203,2002,34.05794009967078,1079
1740,Gpol+Vmem,2,100,globalsum,2,2,3.690261980929408,1.0492040339447792,3.6898515736696305,0.00041040725977747883,32.47338155556421,32.47338155556421,2999,26.032276836517344,15.0903367497518,53.723665943226734,26.032276836517344,2999,8.450327270314354,2681,36.82863622432168,1143
