fileNumber,lossMethod,mechanism,depth,T,partScore,partBestTimestep,coverage,separation,spurious
1928,facialFeatureBalanced,Gpol+Vmem,2,100,7.1891,2989,3.6667,4,0.2388
1929,facialFeatureBalanced,Gpol+Vmem,2,100,6.7438,2915,2.8333,4,0.0448
1930,facialFeatureBalanced,Gpol+Vmem,2,100,6.6716,2964,3.0,4,0.1642
1931,facialFeatureBalanced,Gpol+Vmem,2,100,6.0647,1061,2.3333,4,0.1343
1932,facialFeatureBalanced,Gpol+Vmem,2,100,5.2612,2911,2.5,3,0.1194
1933,facialFeatureBalanced,Gpol+Vmem,2,100,7.0945,1323,3.3333,4,0.1194
1934,facialFeatureBalanced,Gpol+Vmem,2,100,6.7612,2888,3.0,4,0.1194
1935,facialFeatureBalanced,Gpol+Vmem,2,100,6.5821,2989,3.0,4,0.209
1936,facialFeatureBalanced,Gpol-only,1,301,5.755,2706,2.0833,4,0.1642
1937,facialFeatureBalanced,Gpol-only,1,301,5.2786,2984,3.6667,2,0.194
1938,facialFeatureBalanced,Gpol-only,1,301,5.9453,2841,2.3333,4,0.194
1939,facialFeatureBalanced,Gpol-only,1,301,5.6716,2969,4.0,2,0.1642
1940,facialFeatureBalanced,Gpol-only,1,301,4.8085,2897,3.1667,2,0.1791
1941,facialFeatureBalanced,Gpol-only,1,301,6.1953,2846,2.5833,4,0.194
1942,facialFeatureBalanced,Gpol-only,1,301,5.4453,2795,1.8333,4,0.194
1943,facialFeatureBalanced,Gpol-only,1,301,5.6716,2975,4.0,2,0.1642
1944,facialFeatureBalanced,Gpol-only,1,301,5.2189,2861,1.6667,4,0.2239
1945,facialFeatureBalanced,Gpol-only,1,301,6.6119,2973,3.0,4,0.194
1946,facialFeatureBalanced,Gpol-only,1,301,5.5647,2695,1.8333,4,0.1343
1947,facialFeatureBalanced,Gpol-only,1,301,5.4279,2973,3.6667,2,0.1194
1948,facialFeatureBalanced,Gpol-only,2,301,6.5647,2763,2.8333,4,0.1343
1949,facialFeatureBalanced,Gpol-only,2,301,6.0945,1047,2.3333,4,0.1194
1950,facialFeatureBalanced,Gpol-only,2,301,4.898,2887,2.1667,3,0.1343
1951,facialFeatureBalanced,Gpol-only,2,301,6.7612,2929,3.0,4,0.1194
1952,facialFeatureBalanced,Gpol-only,2,301,6.3085,1294,2.6667,4,0.1791
1953,facialFeatureBalanced,Gpol-only,2,301,5.4701,2895,2.5,3,0.0149
1954,facialFeatureBalanced,Gpol-only,2,301,5.6418,2894,3.0,3,0.1791
1955,facialFeatureBalanced,Gpol-only,2,301,6.2736,2947,2.3333,4,0.0299
1956,facialFeatureBalanced,Gpol-only,2,301,6.0771,1196,2.1667,4,0.0448
1957,facialFeatureBalanced,Gpol-only,2,301,5.291,2960,2.5,3,0.1045
1958,facialFeatureBalanced,Gpol-only,2,301,6.4104,1955,2.5,4,0.0448
1959,facialFeatureBalanced,Gpol-only,2,301,6.3507,2912,2.5,4,0.0746
1960,facialFeatureBalanced,Gpol+Vmem,1,301,6.2736,2785,2.3333,4,0.0299
1961,facialFeatureBalanced,Gpol+Vmem,1,301,7.005,2901,3.3333,4,0.1642
1962,facialFeatureBalanced,Gpol+Vmem,1,301,6.2139,2997,2.3333,4,0.0597
1963,facialFeatureBalanced,Gpol+Vmem,1,301,5.5945,1761,1.8333,4,0.1194
1964,facialFeatureBalanced,Gpol+Vmem,1,301,6.2736,1195,2.3333,4,0.0299
1965,facialFeatureBalanced,Gpol+Vmem,1,301,7.2438,2817,3.3333,4,0.0448
1966,facialFeatureBalanced,Gpol+Vmem,1,301,6.4876,2947,2.6667,4,0.0896
1967,facialFeatureBalanced,Gpol+Vmem,1,301,6.898,2980,3.1667,4,0.1343
1968,facialFeatureBalanced,Gpol+Vmem,1,301,6.2736,725,2.3333,4,0.0299
1969,facialFeatureBalanced,Gpol+Vmem,1,301,5.107,2225,1.1667,4,0.0299
1970,facialFeatureBalanced,Gpol+Vmem,1,301,6.9577,2982,3.1667,4,0.1045
1971,facialFeatureBalanced,Gpol+Vmem,1,301,5.791,953,2.0,4,0.1045
1972,facialFeatureBalanced,Gpol+Vmem,2,301,7.398,2878,3.6667,4,0.1343
1973,facialFeatureBalanced,Gpol+Vmem,2,301,6.5771,2885,2.6667,4,0.0448
1974,facialFeatureBalanced,Gpol+Vmem,2,301,5.7488,1473,2.1667,4,0.209
1975,facialFeatureBalanced,Gpol+Vmem,2,301,6.4577,2967,2.6667,4,0.1045
1976,facialFeatureBalanced,Gpol+Vmem,2,301,6.1716,1682,2.5,4,0.1642
1977,facialFeatureBalanced,Gpol+Vmem,2,301,6.4279,2708,2.6667,4,0.1194
1978,facialFeatureBalanced,Gpol+Vmem,2,301,7.4279,2972,3.6667,4,0.1194
1979,facialFeatureBalanced,Gpol+Vmem,2,301,5.5174,1051,1.6667,4,0.0746
1980,facialFeatureBalanced,Gpol+Vmem,2,301,6.2313,2930,2.5,4,0.1343
1981,facialFeatureBalanced,Gpol+Vmem,2,301,6.9876,2893,3.1667,4,0.0896
1982,facialFeatureBalanced,Gpol+Vmem,2,301,6.1542,1279,2.3333,4,0.0896
1983,facialFeatureBalanced,Gpol+Vmem,2,301,6.7189,2980,3.1667,4,0.2239
